customer_id,age,annual_income,credit_score,loan_amount,existing_loans,loan_default
145,62,75357.8,818.0,45645.58,3,0
146,53,30389.09,662.0,15296.38,3,0
147,59,48874.84,657.0,24821.84,1,0
148,52,60966.5,588.0,27023.87,1,0
149,22,59400.79,631.0,24079.91,0,1
150,45,82345.65,587.0,45800.65,1,0
151,60,23665.73,576.0,15359.54,0,1
152,53,56600.38,673.0,20804.17,0,1
153,58,47479.33,641.0,36462.76,0,1
154,31,41778.92,776.0,17500.82,1,0
155,39,45376.27,704.0,20890.55,0,0
156,45,65451.15,735.0,29235.98,0,0
157,48,62925.97,718.0,16788.89,2,1
158,30,56066.77,594.0,15112.61,0,1
159,51,32966.34,664.0,22323.57,1,1
160,36,54661.9,714.0,23438.69,1,0
161,62,82539.23,541.0,27204.31,0,1
162,38,27142.58,539.0,16953.8,1,1
163,42,45725.04,695.0,35475.52,1,0
164,55,37067.74,660.0,28248.63,1,0
165,32,37905.04,401.0,24033.47,1,0
166,62,55151.66,536.0,17371.31,0,0
167,48,47195.56,602.0,13802.61,0,1
168,29,42863.14,720.0,30973.07,0,0
169,50,60383.12,640.0,46959.26,0,1
170,38,28655.57,772.0,16430.85,0,0
171,44,99921.15,622.0,74016.87,0,0
172,39,48662.99,636.0,33525.58,1,0
173,34,52496.25,850.0,15350.31,1,0
174,22,53142.56,748.0,17738.02,2,1
175,31,40612.55,764.0,9773.63,0,0
176,46,85031.27,621.0,41192.05,0,0
177,28,65148.29,661.0,25692.46,1,0
178,23,15000.0,682.0,6834.41,2,1
179,35,35239.6,662.0,7231.11,0,0
180,60,47102.38,693.0,29803.86,1,0
181,33,72679.29,693.0,23282.3,0,1
182,36,83817.68,665.0,35283.85,2,0
183,42,57271.88,660.0,25281.27,1,0
184,53,91788.71,791.0,22006.03,2,0
185,22,75472.91,611.0,31646.46,0,0
186,49,102872.41,643.0,76116.13,1,1
187,54,48804.01,565.0,35915.95,2,0
188,36,51931.58,606.0,11152.51,0,0
189,34,64275.02,642.0,14003.85,0,1
190,59,45232.49,689.0,25166.42,2,0
191,25,75645.78,747.0,24425.55,0,0
192,63,35277.69,749.0,26073.98,2,0
193,38,30401.39,788.0,14887.94,3,0
194,46,58882.49,601.0,23286.6,1,1
195,30,89603.49,612.0,69170.86,3,0
196,26,69842.44,593.0,27291.41,1,1
197,34,76329.22,823.0,29959.0,0,0
198,22,93353.75,725.0,26125.82,0,0
199,47,68653.67,751.0,22885.79,5,0
200,29,53085.65,588.0,34839.82,1,0
201,33,89121.04,679.0,58449.81,0,0
202,41,79321.06,725.0,34263.47,3,1
203,64,45326.98,566.0,18567.07,0,0
204,22,43010.15,640.0,19399.16,1,0
205,23,58944.49,715.0,22428.5,4,0
206,33,77979.05,506.0,44032.94,0,1
207,41,40550.58,799.0,28464.46,0,0
208,53,62690.42,733.0,12890.67,1,0
209,40,78114.57,588.0,59492.39,1,0
210,56,55065.71,676.0,14910.25,1,0
211,38,65636.21,718.0,48559.22,5,0
212,45,69799.29,690.0,23741.14,5,0
213,58,75059.48,675.0,56311.09,1,0
214,45,61595.27,671.0,41416.58,2,0
215,58,57509.83,742.0,20789.9,1,0
216,35,80332.13,745.0,17429.32,1,1
217,37,15000.0,736.0,9442.59,1,0
218,56,77212.49,736.0,53512.7,0,0
219,49,71667.04,719.0,43563.42,1,1
220,53,90468.39,727.0,38810.92,3,0
221,52,71499.01,814.0,19764.85,1,1
222,28,39256.03,671.0,16025.46,0,0
223,63,62049.55,544.0,22409.22,2,0
224,33,40408.41,779.0,25613.02,0,0
225,37,82928.85,716.0,24515.14,1,0
226,41,15000.0,722.0,10375.88,2,1
227,34,27966.55,610.0,15861.66,1,0
228,45,35989.31,547.0,17618.25,2,1
229,44,27441.7,703.0,11419.57,1,0
230,53,53499.41,659.0,26990.25,1,0
231,28,51620.0,679.0,27053.49,1,0
232,48,76578.38,638.0,26204.43,1,1
233,39,21807.51,684.0,17298.87,3,1
234,31,49278.02,626.0,36748.03,1,0
235,30,65213.58,800.0,28333.92,1,0
236,21,41370.51,664.0,14579.5,1,0
237,25,26948.91,749.0,10354.5,0,0
238,36,74118.12,718.0,58412.54,0,0
239,40,71386.82,784.0,31712.79,1,0
240,40,17557.27,694.0,13118.06,0,0
241,48,51420.58,754.0,12105.13,1,0
242,25,47716.89,738.0,31783.16,0,0
243,23,96323.2,804.0,63310.88,2,1
244,50,22216.25,737.0,13120.74,1,0
245,43,51000.64,618.0,13906.39,2,1
246,54,75200.87,665.0,59321.42,0,0
247,48,57606.78,583.0,18875.88,1,1
248,21,81410.87,655.0,50949.14,3,0
249,47,20344.16,570.0,13241.72,1,0
250,54,34226.46,740.0,22450.89,1,1
251,51,53699.22,536.0,37353.34,0,1
252,52,69772.65,595.0,55362.82,1,0
253,27,60081.04,706.0,15476.52,0,1
254,63,72235.29,744.0,34912.29,2,0
255,58,53263.75,519.0,41806.95,1,0
256,54,33808.76,710.0,24655.08,1,0
257,24,71045.73,732.0,56436.76,1,0
258,39,29392.67,545.0,16150.12,3,1
259,42,40628.34,537.0,24527.72,1,1
260,49,32630.83,681.0,11691.04,3,0
261,54,63654.18,718.0,30235.61,1,0
262,54,58393.48,643.0,12412.66,3,1
263,23,37239.42,697.0,23529.08,0,0
264,41,44126.55,681.0,33338.78,1,0
265,58,52958.9,840.0,14155.36,0,0
266,41,72674.65,501.0,34347.98,0,0
267,37,60562.36,642.0,34756.76,1,0
268,49,65700.82,649.0,38060.94,0,0
269,53,68655.57,543.0,26358.18,0,1
270,59,59570.79,709.0,12621.31,2,1
271,46,64264.92,635.0,47086.21,2,1
272,27,57150.6,609.0,14577.19,0,0
273,29,89473.0,580.0,27433.12,2,1
274,38,70579.79,688.0,54887.95,0,0
275,21,96683.16,719.0,48363.23,0,1
276,31,85362.97,666.0,61838.82,0,0
277,42,56027.67,753.0,41357.8,1,0
278,52,56064.83,710.0,44496.75,0,0
279,63,26844.56,825.0,6024.48,1,0
280,30,37802.3,593.0,8762.58,2,1
281,47,80195.97,567.0,25216.28,1,0
282,32,79225.89,728.0,47047.42,1,0
283,50,19590.97,658.0,6997.49,2,1
284,30,86306.29,573.0,42926.59,0,1
285,32,83690.11,601.0,56224.23,0,0
286,58,82357.82,740.0,25652.41,2,0
287,41,70245.53,756.0,26098.37,1,0
288,47,70159.15,742.0,44657.38,1,0
289,26,56295.7,688.0,11518.75,0,0
290,58,47340.46,662.0,30980.94,2,0
291,28,82711.3,665.0,50103.77,3,1
292,57,54758.2,700.0,15209.18,0,0
293,26,15000.0,694.0,5194.72,0,0
294,54,72408.85,602.0,15151.01,1,0
295,60,38927.44,761.0,21365.25,1,0
296,42,63039.6,684.0,27627.48,1,0
297,49,93192.14,503.0,42314.81,1,1
298,29,102045.57,580.0,26726.85,1,0
299,41,73873.03,647.0,30390.3,3,1
300,52,86310.6,697.0,64853.7,1,1
301,28,74898.23,681.0,17888.83,1,0
302,63,76091.81,624.0,59730.16,2,0
303,30,78386.94,779.0,55561.11,0,0
304,43,38639.97,740.0,12434.11,0,0
305,40,34391.39,677.0,21434.54,1,1
306,33,80268.83,555.0,20433.87,0,1
307,42,66126.18,656.0,19560.09,0,1
308,61,63183.38,650.0,31135.3,1,1
309,35,50509.15,545.0,22237.85,1,1
310,51,52837.84,722.0,36406.19,1,0
311,52,85134.01,695.0,65004.32,2,1
312,33,43023.15,602.0,32942.36,2,1
313,45,60267.6,700.0,17369.23,1,1
314,41,44235.65,758.0,27060.58,3,0
315,24,28929.36,721.0,15693.37,1,0
316,62,62140.53,633.0,26231.89,0,0
317,35,74819.17,850.0,59623.18,3,0
318,41,38750.54,715.0,18353.31,1,0
319,62,45793.21,630.0,27439.23,0,0
320,28,36322.52,810.0,18223.19,7,0
321,51,62662.55,536.0,16401.44,1,1
322,30,50278.11,587.0,14312.17,2,0
323,41,17555.71,641.0,11412.72,1,1
324,37,52921.07,758.0,36039.8,1,0
325,25,80809.05,627.0,33801.69,0,0
326,33,83180.88,670.0,19978.01,1,1
327,41,84181.88,606.0,65173.89,1,1
328,64,40127.14,736.0,19993.08,2,0
329,32,36278.93,718.0,10175.84,0,0
330,45,47048.15,564.0,15011.93,1,0
331,48,79457.6,676.0,18054.05,0,0
332,22,78758.24,700.0,49295.85,0,0
333,41,60057.74,665.0,37383.33,0,0
334,61,82364.48,674.0,46247.88,1,0
335,42,72139.57,625.0,38073.83,2,0
336,22,50356.69,746.0,21597.71,2,1
337,50,53099.28,619.0,40906.63,0,0
338,21,34632.25,755.0,23560.76,1,0
339,33,57520.78,680.0,42828.42,2,0
340,23,47811.72,640.0,18502.92,0,1
341,40,39945.39,675.0,31435.83,2,0
342,25,45272.51,687.0,13546.0,1,0
343,22,89888.31,652.0,21012.61,1,0
344,46,50740.91,650.0,19885.58,3,1
345,49,91543.9,600.0,29364.73,1,0
346,38,61150.31,795.0,31218.1,0,0
347,29,55421.6,615.0,22729.48,1,1
348,42,70431.89,583.0,21344.22,0,1
349,48,15000.0,715.0,10598.32,2,0
350,32,101630.87,529.0,51301.46,0,0
351,57,79102.68,682.0,21019.0,1,0
352,38,64122.85,591.0,15722.91,2,1
353,54,76273.04,715.0,32790.41,0,0
354,62,61092.77,665.0,45501.27,4,1
355,62,47859.28,609.0,24159.36,2,0
356,23,59532.33,666.0,16876.3,0,1
357,25,51566.25,715.0,17943.99,0,0
358,43,42026.19,644.0,9652.91,1,0
359,33,52102.84,650.0,36425.31,2,0
360,44,64253.12,754.0,49322.71,0,0
361,48,67109.2,713.0,16555.05,0,0
362,37,88209.46,642.0,26797.03,1,0
363,26,53813.99,686.0,16286.34,2,0
364,47,45874.13,654.0,31296.42,1,1
365,49,34851.95,763.0,24520.56,0,0
366,32,68844.33,544.0,31087.64,0,0
367,55,89169.35,724.0,69694.6,2,1
368,25,52181.87,719.0,18560.36,2,0
369,22,48740.47,621.0,25104.86,1,1
370,31,77302.4,607.0,61669.77,4,1
371,24,38728.84,772.0,26965.43,0,1
372,42,92402.96,663.0,45490.98,0,0
373,21,58488.69,795.0,15506.25,0,0
374,36,67513.89,599.0,50136.58,1,0
375,22,60754.48,673.0,31912.84,2,0
376,61,15000.0,634.0,5775.13,1,1
377,47,58677.84,646.0,27621.49,2,0
378,32,52355.91,707.0,20238.54,0,0
379,25,67793.22,620.0,35973.34,0,0
380,25,82855.54,666.0,30139.65,1,0
381,42,69860.71,619.0,32666.18,1,0
382,33,46680.26,728.0,21274.82,0,0
383,36,92941.32,834.0,52943.24,0,0
384,46,60902.95,784.0,12698.24,0,0
385,29,85613.93,603.0,47879.65,2,0
386,52,77640.93,642.0,43158.13,1,0
387,39,40071.64,676.0,17446.11,2,1
388,56,81207.62,517.0,28271.59,2,0
389,48,77354.52,676.0,54422.84,3,1
390,35,61548.42,718.0,25042.21,1,1
391,29,51066.49,679.0,19764.66,0,0
392,36,76294.31,672.0,36461.06,1,0
393,26,79867.55,627.0,29294.93,0,1
394,28,51810.2,652.0,36187.25,0,0
395,53,72118.55,642.0,38869.65,0,0
396,52,53268.01,597.0,34764.17,1,1
397,56,49015.96,754.0,31724.57,3,1
398,62,68649.93,806.0,46196.21,0,0
399,56,75781.59,631.0,54678.2,1,0
400,54,70373.8,599.0,52898.46,1,1
401,22,57249.53,619.0,24626.77,2,0
402,33,37064.51,602.0,17280.6,0,1
403,63,53806.45,642.0,12377.39,2,0
404,30,67452.98,701.0,50955.59,1,1
405,58,103082.64,776.0,56931.22,2,1
406,27,40550.06,553.0,25440.65,0,0
407,23,57689.78,756.0,26629.78,0,0
408,47,56768.69,680.0,27493.57,1,1
409,34,15185.79,510.0,7986.3,2,1
410,50,48196.9,579.0,32639.62,1,0
411,54,36122.55,721.0,20509.7,2,0
412,43,51953.01,611.0,35677.49,1,1
413,37,90068.66,649.0,29723.71,1,0
414,35,73114.39,670.0,23652.75,0,0
415,64,63473.97,775.0,20571.16,0,0
416,27,98995.93,578.0,20086.9,0,1
417,23,88194.75,731.0,27114.44,2,0
418,29,43938.36,782.0,11918.2,1,0
419,23,23459.63,602.0,11078.87,1,1
420,55,15000.0,742.0,4145.17,1,0
421,60,42404.74,638.0,19061.4,2,1
422,28,48651.26,625.0,38906.5,1,0
423,46,90945.05,654.0,45656.25,1,0
424,35,84041.92,698.0,63433.86,0,1
425,25,78386.73,620.0,48689.52,2,1
426,33,49933.08,753.0,36780.33,0,0
427,35,56226.48,645.0,32349.82,2,1
428,59,51842.02,517.0,35566.57,3,0
429,32,104092.45,674.0,39730.03,2,0
430,55,47472.85,578.0,20087.92,4,1
431,28,44126.92,659.0,34249.37,1,1
432,30,71298.48,709.0,25704.55,0,0
433,54,40743.62,627.0,18449.66,0,1
434,28,71156.34,543.0,42031.72,0,0
435,42,65785.14,600.0,28645.61,3,1
436,32,45171.94,784.0,9602.06,2,0
437,42,53118.35,695.0,35872.85,3,0
438,47,43087.66,749.0,17294.93,3,0
439,38,80280.6,813.0,27022.36,1,0
440,39,57049.09,845.0,28715.06,2,0
441,25,55720.2,697.0,11425.96,3,0
442,36,76188.96,657.0,54729.26,0,1
443,61,73504.1,630.0,26227.0,1,1
444,30,64683.82,688.0,48748.84,1,0
445,39,80882.21,717.0,49067.52,0,0
446,64,56888.53,736.0,30104.8,1,0
447,21,42150.87,599.0,28820.8,1,0
448,42,62963.49,600.0,50116.04,2,0
449,37,59286.79,661.0,20793.38,2,1
450,55,88728.55,680.0,36650.01,2,1
451,59,54728.18,809.0,26852.64,1,0
452,29,91800.98,491.0,48074.94,1,0
453,25,35703.79,631.0,18986.64,1,0
454,29,55277.8,748.0,29263.16,1,0
455,31,53688.39,600.0,37417.85,0,1
456,34,53573.23,678.0,23720.11,1,0
457,60,82748.2,757.0,17094.35,0,0
458,44,50728.41,733.0,36799.21,2,0
459,40,79832.8,735.0,47688.23,1,1
460,53,58295.69,664.0,18286.71,1,0
461,24,58044.12,690.0,12639.72,1,0
462,36,33217.46,693.0,12937.14,0,0
463,45,85089.57,637.0,23371.44,5,1
464,21,90671.41,747.0,66924.14,3,1
465,44,35003.18,575.0,12836.36,0,0
466,23,92319.95,627.0,57552.23,2,1
467,52,31131.31,747.0,18516.7,2,1
468,54,56631.61,522.0,35586.45,1,1
469,45,57976.74,691.0,30033.42,1,1
470,63,53958.31,768.0,34415.07,3,1
471,23,81775.31,619.0,41495.68,0,0
472,27,74949.69,713.0,31970.86,0,0
473,62,26015.67,690.0,18602.88,4,1
474,55,89443.78,732.0,42506.88,2,0
475,49,93474.17,681.0,50552.91,1,1
476,60,73575.88,772.0,35243.08,0,0
477,45,53017.33,710.0,35272.39,0,0
478,48,64395.6,749.0,33733.79,2,0
479,44,54311.41,745.0,26203.48,1,1
480,25,79556.41,789.0,28218.28,0,0
481,47,24156.35,603.0,18042.98,1,0
482,30,68008.22,581.0,48823.25,0,0
483,32,83095.71,763.0,38132.3,0,0
484,38,55093.34,693.0,32826.36,1,0
485,58,71039.06,830.0,35865.34,1,0
486,28,24859.58,505.0,7599.82,1,0
487,58,40927.95,674.0,17419.65,1,0
488,50,67933.16,678.0,48363.7,0,0
489,29,69023.4,752.0,46829.81,1,0
490,63,48381.12,836.0,12651.41,1,1
491,45,66103.39,681.0,16208.08,2,1
492,50,58867.95,714.0,41920.46,0,0
493,22,23259.46,537.0,17202.34,3,1
494,37,55353.56,703.0,20842.82,0,1
495,27,74485.95,704.0,30507.35,3,1
496,42,86534.59,634.0,34742.05,1,0
497,30,55185.11,704.0,15241.08,2,0
498,46,67722.61,700.0,43816.96,1,0
499,33,63449.84,809.0,26779.11,1,0
500,62,70693.37,619.0,49608.1,0,1
501,48,47042.32,609.0,34205.02,3,1
502,56,58562.76,612.0,43785.97,1,1
503,31,70888.12,645.0,48967.05,0,0
504,29,68055.96,553.0,45825.24,1,1
505,36,72134.2,659.0,33880.91,1,0
506,37,75940.18,683.0,16415.87,2,0
507,25,63196.14,800.0,16888.38,4,1
508,25,65933.56,670.0,34188.21,1,0
509,58,48664.06,781.0,20244.99,3,0
510,51,77215.99,746.0,53854.22,0,0
511,22,38408.1,691.0,20659.1,0,1
512,47,72384.84,669.0,18769.4,1,0
513,63,62634.71,723.0,30510.54,2,0
514,39,45681.31,731.0,31665.27,0,0
515,63,46544.04,638.0,33411.58,2,1
516,45,64293.7,727.0,19264.6,2,0
517,58,55020.31,673.0,14315.18,0,1
518,33,51412.29,724.0,22220.1,2,1
519,49,68394.4,811.0,16367.41,0,0
520,39,26458.79,651.0,16822.91,0,1
521,55,61842.66,521.0,28974.5,2,1
522,45,52526.54,676.0,16752.48,0,1
523,29,35426.17,594.0,9263.28,2,0
524,55,53246.55,701.0,40276.29,1,1
525,35,33744.39,599.0,7620.69,1,1
526,42,83638.2,671.0,21639.46,0,0
527,33,74414.53,810.0,25341.25,1,0
528,50,76552.41,827.0,19658.83,1,0
529,41,70229.39,709.0,41194.49,1,0
530,45,17183.59,608.0,5686.59,1,0
531,45,36449.41,750.0,17785.78,4,0
532,60,77872.7,643.0,55768.21,0,1
533,42,99444.7,561.0,69100.47,2,1
534,61,67509.19,836.0,19425.52,0,0
535,23,87794.87,679.0,22233.06,2,0
536,29,43724.58,724.0,26171.38,3,0
537,44,47523.11,654.0,15501.24,1,0
538,64,73390.74,723.0,49088.97,1,0
539,52,43993.5,614.0,20267.5,2,0
540,37,27682.64,671.0,8103.04,2,1
541,61,74987.66,753.0,58830.04,1,0
542,44,45626.07,666.0,10647.69,3,1
543,28,21262.89,613.0,5838.29,1,0
544,26,83211.39,754.0,57184.71,1,1
545,29,70098.29,651.0,33059.14,0,0
546,35,73954.55,649.0,56414.83,2,1
547,44,75182.64,590.0,20133.41,1,1
548,31,79409.0,804.0,23361.35,0,0
549,51,70062.88,765.0,14089.27,0,0
550,33,30234.46,660.0,9985.52,2,0
551,50,38276.15,610.0,22749.67,3,0
552,45,80136.05,734.0,50806.11,1,1
553,32,71485.36,712.0,32737.7,2,1
554,41,57387.39,647.0,20338.95,1,1
555,44,26317.38,673.0,16574.63,4,1
556,46,43207.45,727.0,13116.31,3,0
557,32,53900.44,698.0,35587.85,0,0
558,57,44899.46,710.0,30170.36,1,1
559,41,39055.68,701.0,18147.01,0,0
560,43,66667.54,738.0,21077.91,1,0
561,21,89368.63,635.0,51648.31,2,1
562,30,72819.97,693.0,51853.11,0,0
563,55,50512.02,622.0,26150.29,1,1
564,58,58672.11,628.0,27965.52,1,0
565,48,72304.64,832.0,56942.39,1,0
566,21,48066.5,566.0,25112.6,2,1
567,28,64274.73,733.0,14174.5,3,1
568,61,52880.27,850.0,26505.18,1,0
569,43,52433.72,821.0,24495.09,2,0
570,40,28250.36,725.0,10601.3,0,0
571,52,60887.66,833.0,23771.28,1,0
572,43,68175.78,712.0,51711.0,1,1
573,27,76869.53,656.0,21535.63,1,1
574,31,25149.01,682.0,16558.67,2,1
575,28,79060.49,752.0,58619.54,0,0
576,63,74545.17,846.0,26515.01,1,1
577,34,89449.36,765.0,21475.79,0,0
578,34,52720.4,673.0,20259.8,1,1
579,56,61374.12,629.0,28215.45,1,1
580,61,39491.37,525.0,30442.1,0,1
581,60,58761.54,669.0,26917.75,0,0
582,47,53682.58,597.0,13701.63,1,1
583,40,63040.69,754.0,18164.12,3,1
584,58,59139.98,660.0,24344.36,0,0
585,45,76231.75,758.0,23670.93,0,0
586,49,55926.98,850.0,13217.8,3,0
587,34,85461.99,670.0,26079.23,2,1
588,48,15000.0,693.0,3949.42,1,1
589,50,85861.69,709.0,27614.75,0,0
590,35,32426.4,657.0,25872.13,2,0
591,41,76447.42,689.0,35719.68,0,0
592,32,73512.37,652.0,43751.6,3,0
593,31,38544.96,789.0,11531.46,0,0
594,59,84468.81,663.0,59936.96,2,0
595,26,36297.46,580.0,13072.3,1,1
596,23,33599.51,587.0,26526.62,2,0
597,61,51037.31,613.0,35829.45,2,0
598,35,51997.68,644.0,40065.4,0,0
599,54,47883.28,750.0,28776.95,0,0
600,24,61401.65,745.0,36525.08,0,0
601,54,67407.08,752.0,47498.96,1,0
602,58,58394.36,681.0,36742.74,0,1
603,64,36736.91,759.0,20709.09,1,0
604,59,42948.57,660.0,17821.99,1,0
605,61,102153.71,533.0,34090.75,0,1
606,26,38993.4,756.0,26100.1,3,0
607,42,39749.06,625.0,17156.88,2,0
608,57,28959.78,663.0,6855.45,1,0
609,52,79402.84,651.0,38730.58,1,1
610,48,79205.69,722.0,47088.34,0,0
611,46,67942.18,693.0,14527.61,2,1
612,24,85734.76,662.0,53418.98,1,1
613,30,45539.8,808.0,15247.17,3,1
614,47,36911.23,673.0,12306.73,1,0
615,40,65517.8,661.0,35230.82,1,0
616,56,69459.78,745.0,27948.99,2,1
617,25,63808.18,773.0,30012.2,1,0
618,37,53814.03,751.0,27328.14,0,0
619,52,80558.76,632.0,60629.64,0,0
620,55,59127.66,709.0,19094.71,1,0
621,43,65060.81,687.0,31137.08,2,1
622,33,59423.82,665.0,39908.58,1,1
623,21,50152.78,605.0,16204.38,3,0
624,51,38739.13,698.0,9662.66,3,0
625,39,68431.43,767.0,14415.68,2,1
626,43,16731.35,810.0,4387.63,1,0
627,54,47308.06,772.0,17255.82,2,0
628,24,49995.84,644.0,22275.84,1,1
629,64,35734.41,605.0,19877.78,2,0
630,54,54154.99,561.0,17332.54,0,1
631,50,68930.5,764.0,24940.26,2,0
632,30,62567.54,746.0,38757.35,0,0
633,26,48509.44,636.0,36159.17,2,0
